epoch,greenTime,reward
1.0,60.0,0.48
2.0,60.0,0.48
3.0,60.0,0.48
4.0,20.0,0.7
5.0,60.0,1.85
6.0,51.0,3.16
7.0,60.0,4.02
8.0,60.0,4.7
9.0,60.0,4.75
10.0,60.0,4.86
11.0,60.0,4.93
12.0,60.0,5.02
13.0,60.0,5.06
14.0,60.0,4.98
15.0,60.0,5.02
16.0,60.0,5.02
17.0,60.0,5.01
18.0,60.0,5.05
19.0,60.0,5.11
20.0,60.0,5.12
21.0,60.0,5.07
22.0,60.0,5.03
23.0,60.0,5.03
24.0,60.0,5.03
25.0,60.0,5.02
26.0,60.0,5.02
27.0,60.0,5.02
28.0,60.0,5.01
29.0,60.0,5.01
30.0,54.0,5.01
31.0,60.0,5.0
32.0,60.0,5.0
33.0,60.0,5.01
34.0,60.0,5.03
35.0,60.0,5.02
36.0,60.0,5.03
37.0,60.0,5.01
38.0,60.0,5.0
39.0,60.0,5.02
40.0,60.0,5.02
41.0,60.0,5.02
42.0,60.0,5.02
43.0,60.0,5.01
44.0,60.0,5.01
45.0,60.0,5.02
46.0,60.0,5.01
47.0,60.0,5.01
48.0,60.0,5.0
49.0,60.0,5.0
50.0,60.0,5.0
51.0,60.0,5.0
52.0,60.0,5.0
53.0,60.0,5.0
54.0,60.0,5.0
55.0,60.0,5.0
56.0,60.0,5.0
57.0,58.0,5.0
58.0,60.0,5.0
59.0,60.0,5.0
60.0,60.0,5.0
61.0,60.0,5.0
62.0,60.0,5.0
63.0,60.0,5.0
64.0,60.0,5.0
65.0,60.0,5.0
66.0,60.0,5.0
67.0,60.0,5.0
68.0,60.0,5.0
69.0,60.0,5.0
70.0,60.0,5.0
71.0,60.0,5.0
72.0,60.0,5.0
73.0,60.0,5.0
74.0,60.0,5.0
75.0,60.0,5.0
76.0,60.0,5.0
77.0,60.0,5.0
78.0,60.0,5.0
79.0,60.0,5.0
80.0,60.0,5.0
81.0,60.0,5.0
82.0,60.0,5.0
83.0,60.0,5.0
84.0,60.0,5.0
85.0,60.0,5.0
86.0,60.0,5.0
87.0,60.0,5.0
88.0,60.0,5.0
89.0,60.0,5.0
90.0,60.0,5.0
91.0,60.0,5.0
92.0,60.0,5.0
93.0,60.0,5.0
94.0,60.0,5.0
95.0,60.0,5.0
96.0,60.0,5.0
97.0,60.0,5.0
98.0,60.0,5.0
99.0,60.0,5.0
100.0,60.0,5.0
101.0,60.0,5.0
102.0,60.0,5.0
103.0,60.0,5.0
104.0,60.0,5.0
105.0,60.0,5.0
106.0,60.0,5.0
107.0,60.0,5.0
108.0,60.0,5.0
109.0,60.0,5.0
110.0,60.0,5.0
111.0,60.0,5.0
112.0,60.0,5.0
113.0,60.0,5.0
114.0,60.0,5.0
115.0,60.0,5.0
116.0,60.0,5.0
117.0,60.0,5.0
118.0,60.0,5.0
119.0,60.0,5.0
120.0,60.0,5.0
121.0,60.0,5.0
122.0,60.0,5.0
123.0,60.0,5.0
124.0,60.0,5.0
125.0,60.0,5.0
126.0,60.0,5.0
127.0,60.0,5.0
128.0,60.0,5.0
129.0,60.0,5.0
130.0,60.0,5.0
131.0,60.0,5.0
132.0,60.0,5.0
133.0,60.0,5.0
134.0,60.0,5.0
135.0,60.0,5.0
136.0,60.0,5.0
137.0,60.0,5.0
138.0,60.0,5.0
139.0,60.0,5.0
140.0,60.0,5.0
141.0,60.0,5.0
142.0,60.0,5.0
143.0,60.0,5.0
144.0,60.0,5.0
145.0,60.0,5.0
146.0,60.0,5.0
147.0,60.0,5.0
148.0,60.0,5.0
149.0,60.0,5.0
150.0,60.0,5.0
151.0,60.0,5.0
152.0,60.0,5.0
153.0,60.0,5.0
154.0,60.0,5.0
155.0,60.0,5.0
156.0,60.0,5.0
157.0,60.0,5.0
158.0,60.0,5.0
159.0,60.0,5.0
160.0,60.0,5.0
161.0,60.0,5.0
162.0,60.0,5.0
163.0,60.0,5.0
164.0,60.0,5.0
165.0,60.0,5.0
166.0,60.0,5.0
167.0,60.0,5.0
168.0,60.0,5.0
169.0,60.0,5.0
170.0,60.0,5.0
171.0,60.0,5.0
172,60.0,5.0
