time,avgFlowRate,avgSpeed,avgDensity,avgWaiting,avgQLength
11.0,0.0,13.2,0.1,0.0,0.0
21.0,0.0,46.2,0.73,0.0,0.0
31.0,0.0,48.0,1.25,0.0,0.0
41.0,0.0,47.19,1.88,0.0,0.0
51.0,0.0,48.1,2.4,0.0,0.0
61.0,0.0,46.43,3.02,0.0,0.0
71.0,0.0,47.82,3.85,0.0,0.0
81.0,0.0,47.89,4.79,0.0,0.0
91.0,0.0,47.31,5.63,0.0,0.0
101.0,0.0,47.98,6.15,0.0,0.0
111.0,0.0,48.01,6.88,0.0,0.0
121.0,0.0,48.17,7.5,0.0,0.0
131.0,0.0,47.81,8.33,0.0,0.0
141.0,0.0,48.04,8.85,0.0,0.0
151.0,0.0,47.99,9.69,0.0,0.0
161.0,0.0,47.81,10.0,0.0,0.0
171.0,0.0,47.78,10.94,0.0,0.0
181.0,0.0,47.25,11.46,1.0,0.75
191.0,0.0,46.75,12.08,8.5,1.5
201.0,36.0,45.38,12.5,5.2,3.75
211.0,34.29,44.19,13.23,10.22,6.75
221.0,130.91,45.27,13.12,14.0,5.25
231.0,140.87,44.29,13.65,19.11,6.75
241.0,165.0,42.17,13.96,19.12,12.0
251.0,230.4,41.0,14.17,25.58,14.25
261.0,290.77,39.57,14.38,29.25,18.0
271.0,293.33,39.31,15.21,33.76,21.75
281.0,334.29,38.3,15.62,35.32,19.5
291.0,422.07,39.89,15.21,30.7,12.0
301.0,528.0,39.59,15.31,35.5,16.5
311.0,569.03,37.78,15.21,35.97,23.25
321.0,573.75,36.48,15.52,40.5,27.0
331.0,610.91,35.37,15.62,47.08,29.25
341.0,614.12,36.26,16.15,53.15,29.25
351.0,668.57,36.25,15.83,54.58,21.75
361.0,730.0,38.15,15.73,58.75,27.0
371.0,749.19,37.33,16.15,63.85,29.25
381.0,729.47,35.01,16.35,62.28,35.25
391.0,729.23,33.97,16.98,63.67,40.5
401.0,720.0,33.84,17.5,70.12,42.75
411.0,755.12,34.43,17.71,64.75,36.0
421.0,814.29,34.44,17.4,61.49,33.75
431.0,837.21,34.59,17.6,64.5,33.75
441.0,859.09,34.17,17.81,68.3,39.0
451.0,872.0,33.57,17.92,81.31,40.5
461.0,876.52,33.35,18.75,80.32,46.5
471.0,903.83,32.68,18.65,77.98,42.75
481.0,960.0,33.34,18.33,70.8,37.5
491.0,1006.53,33.83,18.02,70.34,37.5
501.0,1015.2,33.94,18.12,76.84,39.75
511.0,1030.59,33.37,18.54,85.49,42.75
521.0,1038.46,32.53,18.65,84.49,48.75
531.0,1032.45,31.74,19.17,83.65,49.5
541.0,1066.67,32.66,19.06,72.0,38.25
551.0,1106.18,32.95,18.75,58.77,32.25
561.0,1157.14,33.55,18.12,57.4,31.5
571.0,1187.37,33.48,18.12,57.81,34.5
581.0,1197.93,33.34,18.12,60.57,39.0
591.0,1202.03,32.88,18.44,65.51,42.75
601.0,1224.0,33.4,18.23,66.02,37.5
611.0,1233.44,33.33,18.33,64.8,36.0
621.0,1242.58,33.23,18.75,65.07,33.75
631.0,1251.43,33.23,18.75,64.3,39.0
641.0,1260.0,32.45,18.75,66.24,42.75
651.0,1284.92,32.89,18.54,64.93,40.5
661.0,1298.18,31.3,18.54,59.03,42.75
671.0,1311.04,31.16,18.44,54.3,39.75
681.0,1339.41,31.78,18.02,57.39,39.75
691.0,1346.09,33.81,18.33,63.34,41.25
701.0,1362.86,33.99,18.54,72.15,42.75
711.0,1369.01,33.09,18.23,76.16,47.25
721.0,1370.0,31.71,18.54,77.94,52.5
731.0,1361.1,30.85,18.75,81.75,51.75
741.0,1381.62,31.59,18.96,82.74,48.0
751.0,1396.8,32.47,18.75,86.87,45.75
761.0,1402.11,31.96,18.96,91.9,45.0
771.0,1411.95,30.58,19.27,92.52,47.25
781.0,1430.77,30.84,18.85,98.33,46.5
791.0,1440.0,30.8,19.06,97.63,46.5
801.0,1444.5,30.78,19.27,100.32,51.75
811.0,1440.0,29.85,19.58,105.53,55.5
821.0,1440.0,29.14,19.69,111.25,57.75
831.0,1426.99,27.73,20.31,112.86,62.25
841.0,1431.43,27.67,20.21,109.09,60.0
851.0,1435.76,27.96,20.62,108.39,56.25
861.0,1440.0,28.59,20.62,105.19,52.5
871.0,1440.0,29.68,20.83,108.56,54.75
881.0,1448.18,29.41,20.83,114.45,57.75
891.0,1452.13,29.54,21.15,119.2,62.25
901.0,1460.0,28.63,21.04,119.58,58.5
911.0,1479.56,29.29,20.94,123.45,52.5
921.0,1494.78,29.09,20.83,125.15,51.0
931.0,1505.81,28.27,20.73,123.75,54.0
