epoch,greenTime,reward
1.0,60.0,0.48
2.0,60.0,0.48
3.0,37.78,0.48
4.0,40.67,0.51
5.0,52.56,0.5
6.0,54.56,0.5
7.0,26.33,0.63
8.0,38.0,0.58
9.0,38.89,0.62
10.0,38.67,0.67
11.0,24.44,0.67
12.0,25.44,0.72
13.0,31.78,0.7
14.0,26.78,0.75
15.0,20.89,0.76
16.0,27.0,0.78
17.0,28.22,0.82
18.0,35.67,0.79
19.0,38.11,0.82
20.0,41.22,0.77
21.0,36.33,0.87
22.0,29.56,0.86
23.0,39.89,0.95
24.0,34.78,0.94
25.0,31.78,1.09
26.0,36.67,0.97
27.0,33.0,1.08
28.0,34.67,1.05
29.0,40.33,1.08
30.0,43.89,1.21
31.0,32.78,1.24
32.0,29.56,1.5
33.0,26.56,1.24
34.0,28.11,1.41
35.0,36.44,1.32
36.0,32.89,1.51
37.0,36.67,1.35
38.0,28.33,1.45
39.0,38.56,1.53
40.0,25.0,1.72
41.0,43.11,1.44
42.0,31.33,1.39
43.0,28.67,1.61
44.0,30.78,1.62
45.0,37.11,1.6
46.0,31.11,1.54
47.0,35.78,1.61
48.0,35.33,1.64
49.0,33.67,1.95
50.0,30.44,1.73
51.0,35.67,1.55
52.0,31.33,1.77
53.0,31.44,1.96
54.0,36.22,1.71
55.0,34.44,2.1
56.0,30.67,1.81
57.0,41.0,2.01
58.0,25.0,2.11
59.0,33.44,2.1
60.0,39.33,1.52
61.0,37.33,2.33
62.0,27.56,2.09
63.0,38.67,2.03
64.0,32.56,1.95
65.0,34.67,2.37
66.0,29.22,2.07
67.0,23.78,2.17
68.0,36.78,2.42
69.0,29.89,1.66
70.0,37.33,2.48
71.0,40.0,2.13
72.0,31.89,2.25
73.0,36.0,2.26
74.0,28.56,1.99
75.0,30.67,2.51
76.0,28.89,2.1
77.0,29.44,2.14
78.0,33.0,2.38
79.0,32.0,2.26
80.0,33.33,2.36
81.0,37.0,2.46
82.0,39.22,2.03
83.0,35.11,2.72
84.0,26.33,2.1
85.0,31.22,2.4
86.0,30.22,2.1
87.0,31.44,2.39
88.0,30.22,2.44
89.0,36.0,2.69
90.0,32.11,2.23
91.0,28.22,2.31
92.0,24.78,2.37
93.0,28.11,2.49
94.0,36.89,2.35
95.0,28.44,2.26
96.0,32.78,2.57
97.0,36.89,2.31
98.0,36.11,2.61
99.0,27.22,2.34
100.0,40.33,2.31
101.0,37.89,2.78
102.0,36.89,2.63
103.0,39.56,2.95
104.0,33.0,2.18
105.0,34.33,2.69
106.0,27.78,2.54
107.0,36.11,2.27
108.0,31.22,2.41
109.0,40.22,2.78
110.0,39.78,2.39
111.0,30.22,2.49
112.0,41.22,2.71
113.0,33.78,2.41
114.0,44.78,2.9
115.0,34.0,2.83
116.0,38.67,2.79
117.0,35.0,2.58
118.0,37.78,2.77
119.0,34.67,2.63
120.0,38.56,2.86
121.0,33.44,2.54
122.0,32.67,2.37
123.0,25.33,2.57
124.0,34.56,2.69
125.0,31.67,2.33
126.0,35.78,2.56
127.0,37.67,2.74
128.0,42.22,2.77
129.0,34.78,2.83
130.0,32.56,2.59
131.0,35.11,2.54
132.0,37.33,2.61
133.0,45.78,2.78
134.0,36.11,2.99
135.0,27.78,2.81
136.0,36.44,2.99
137.0,39.33,2.54
138.0,36.67,2.93
139.0,42.44,2.49
140.0,34.89,2.87
141.0,36.89,2.55
142.0,39.33,2.55
143.0,31.89,2.83
144.0,45.44,2.83
145.0,34.22,2.75
146.0,39.56,2.8
147.0,35.44,2.49
148.0,40.22,2.76
149.0,37.0,2.7
150.0,41.56,2.86
151.0,32.33,2.59
152.0,39.11,2.81
153.0,47.44,2.79
154.0,40.0,2.76
155.0,30.33,2.75
156.0,28.44,2.56
157.0,34.67,2.82
158.0,40.78,2.59
159.0,32.44,2.41
160.0,33.44,3.1
161.0,24.89,2.41
162.0,30.0,2.46
163.0,33.0,2.65
164.0,42.44,2.72
165.0,25.0,2.81
166.0,32.89,2.82
167.0,29.0,2.64
168.0,35.0,2.64
169.0,38.11,2.61
170.0,30.78,2.94
171.0,40.56,2.46
172.0,36.89,2.84
173.0,33.56,2.42
174.0,29.33,2.66
175.0,35.33,2.43
176.0,42.89,2.96
177.0,43.56,2.7
178.0,41.0,3.1
179.0,40.0,2.63
180.0,28.78,2.8
181.0,31.0,2.86
182.0,30.22,2.65
183.0,30.44,2.54
184.0,33.11,2.87
185.0,38.44,2.43
186.0,34.89,2.99
187.0,26.44,2.6
188.0,42.22,3.02
189.0,34.22,2.62
190.0,41.22,2.69
191.0,41.56,2.83
192.0,31.22,2.48
193.0,41.0,2.88
194.0,29.0,2.51
195.0,30.44,2.49
196.0,38.44,2.87
197.0,30.44,3.02
198.0,38.22,2.89
199.0,32.0,2.64
200.0,35.56,3.07
201.0,34.11,2.55
202.0,34.67,2.55
203.0,45.56,3.14
204.0,35.22,2.59
205.0,34.22,3.03
206.0,30.89,2.68
207.0,35.44,2.78
208.0,44.0,2.83
209.0,51.78,2.91
210.0,27.67,2.68
211.0,34.44,2.75
212.0,44.67,2.62
213.0,39.56,3.02
214.0,32.44,2.63
215.0,35.11,3.05
216.0,26.89,2.65
217.0,32.44,2.75
218.0,35.22,2.7
219.0,33.56,2.82
220.0,42.78,2.68
221.0,31.22,2.64
222.0,33.44,3.07
223.0,31.33,2.95
224.0,33.56,2.93
225.0,49.0,2.69
226.0,39.56,2.8
227.0,38.89,2.88
228.0,38.33,2.59
229.0,35.78,3.07
230.0,36.0,2.88
231.0,41.11,2.76
232.0,34.33,2.98
233.0,40.78,2.77
234.0,33.44,3.07
235.0,34.33,2.96
236.0,40.56,3.24
237.0,37.44,2.8
238.0,39.0,2.68
239.0,36.33,2.84
