epoch,greenTime,reward
240.0,39.22,4.0
241.0,29.89,3.91
242.0,37.78,4.09
243.0,27.78,4.03
244.0,39.0,4.32
245.0,37.44,4.6
246.0,34.67,4.33
247.0,37.33,4.52
248.0,33.0,4.8
249.0,37.33,4.5
250.0,42.44,4.51
251.0,36.44,3.96
252.0,31.56,4.27
253.0,37.44,4.61
254.0,31.56,4.29
255.0,39.22,4.65
256.0,29.33,4.35
257.0,38.22,4.17
258.0,40.44,4.68
259.0,24.89,4.38
260.0,39.56,4.38
261.0,30.67,4.72
262.0,35.33,4.47
263.0,33.0,4.78
264.0,35.11,4.67
265.0,38.44,4.16
266,42.56,4.08
