epoch,greenTime,reward
240.0,30.78,3.23
241.0,42.22,3.53
242.0,37.56,3.33
243.0,34.67,3.48
244.0,39.44,3.07
245.0,32.0,3.49
246.0,30.11,2.84
247.0,38.56,3.69
248.0,30.89,3.19
249.0,45.56,3.34
250.0,31.78,3.24
251.0,28.11,3.27
252.0,46.44,3.33
253.0,36.67,3.38
254.0,28.89,3.17
255.0,33.33,3.34
256.0,31.89,3.15
257.0,43.33,3.29
258.0,28.89,3.74
259.0,33.44,3.2
260.0,40.78,3.58
261.0,32.44,3.24
262.0,37.22,3.36
263.0,33.44,3.5
264.0,38.78,3.31
265.0,30.67,3.63
266.0,51.0,3.42
267,31.89,3.29
