time,avgFlowRate,avgSpeed,avgDensity,avgWaiting,avgQLength
11.0,0.0,6.56,0.08,0.0,0.0
21.0,0.0,11.9,0.21,0.0,0.0
31.0,0.0,14.31,0.36,0.0,0.0
41.0,0.0,14.7,0.5,0.0,0.0
51.0,0.0,14.79,0.64,0.0,0.0
61.0,0.0,14.79,0.76,0.0,0.0
71.0,0.0,16.09,0.93,0.0,0.0
81.0,0.0,15.97,1.08,0.0,0.0
91.0,0.0,16.15,1.19,0.0,0.0
101.0,0.0,16.07,1.38,0.0,0.0
111.0,0.0,16.0,1.54,0.0,0.0
121.0,0.0,16.22,1.64,0.0,0.0
131.0,0.0,16.17,1.78,0.0,0.0
141.0,0.0,16.15,1.95,0.0,0.0
151.0,0.0,16.23,2.1,0.0,0.0
161.0,0.0,16.08,2.22,0.0,0.0
171.0,0.0,16.11,2.4,0.0,0.0
181.0,0.0,15.76,2.51,0.78,0.25
191.0,8.42,19.66,2.66,3.69,0.83
201.0,36.0,26.5,2.8,5.81,0.17
211.0,49.52,28.38,2.89,6.72,0.42
221.0,67.27,29.56,3.06,6.76,0.58
231.0,74.78,29.37,3.21,8.38,1.17
241.0,75.0,28.83,3.38,11.49,1.83
251.0,80.0,27.95,3.51,15.85,2.5
261.0,110.77,29.1,3.59,17.39,2.5
271.0,134.81,30.7,3.79,21.98,2.92
281.0,154.29,30.06,3.85,22.28,1.67
291.0,191.72,30.62,4.0,15.34,0.92
301.0,216.0,31.23,4.17,17.44,1.33
311.0,224.52,30.92,4.33,20.23,1.75
321.0,230.0,30.7,4.49,21.18,1.92
331.0,244.85,30.64,4.59,21.4,1.75
341.0,251.76,30.51,4.74,22.14,2.17
351.0,258.29,29.93,4.84,21.06,2.0
361.0,264.44,29.4,4.97,22.42,2.92
371.0,274.6,30.48,5.14,24.36,2.75
381.0,286.31,30.5,5.26,25.07,3.0
391.0,305.64,33.4,5.42,26.16,3.08
401.0,316.0,33.57,5.59,27.86,3.0
411.0,349.27,34.93,5.65,26.35,2.25
421.0,373.33,35.76,5.82,22.54,2.25
431.0,393.49,36.47,6.01,21.23,2.0
441.0,409.09,38.49,6.06,23.34,2.08
451.0,433.78,39.63,6.22,26.1,2.5
461.0,446.09,39.32,6.41,26.34,3.33
471.0,459.58,42.48,6.5,27.02,3.83
481.0,489.17,43.1,6.67,26.77,5.67
491.0,502.86,42.86,6.83,29.7,6.42
501.0,512.0,43.5,6.93,28.52,5.33
511.0,522.35,43.52,7.11,28.3,6.08
521.0,535.38,44.09,7.24,29.85,5.83
531.0,544.91,43.67,7.33,32.18,6.67
541.0,569.63,43.49,7.46,32.16,5.58
551.0,590.55,44.33,7.68,33.56,5.58
561.0,607.86,44.44,7.77,33.33,4.83
571.0,623.86,44.13,7.89,31.78,4.92
581.0,642.76,43.87,8.03,32.96,6.17
591.0,654.92,42.91,8.21,36.01,6.75
601.0,662.0,42.69,8.32,37.09,7.58
611.0,664.26,41.51,8.44,36.81,8.58
621.0,674.19,41.32,8.53,36.89,9.08
631.0,680.63,40.81,8.69,38.67,9.25
641.0,705.63,40.57,8.84,40.17,9.0
651.0,715.08,40.01,8.95,41.87,9.08
661.0,730.3,39.69,9.09,43.24,9.17
671.0,736.72,38.8,9.23,43.6,11.25
681.0,741.76,37.35,9.37,44.66,13.25
691.0,748.4,37.14,9.48,46.64,15.25
701.0,756.57,36.51,9.5,48.9,14.25
711.0,777.47,36.72,9.63,52.09,14.0
721.0,796.67,36.81,9.8,54.23,14.33
731.0,816.99,37.6,9.86,55.94,12.83
741.0,833.51,37.6,9.99,58.12,13.58
751.0,845.33,37.1,10.05,58.63,14.42
761.0,862.63,36.1,10.13,58.89,16.5
771.0,869.61,35.84,10.28,61.25,16.33
781.0,885.64,36.49,10.35,64.47,16.75
791.0,893.67,37.07,10.47,64.3,16.75
801.0,908.5,38.17,10.59,69.85,16.25
811.0,919.01,37.89,10.63,68.17,16.25
821.0,930.73,38.03,10.69,69.34,17.08
831.0,940.72,38.07,10.79,74.1,17.67
841.0,944.76,37.81,10.87,72.46,18.67
851.0,948.7,37.45,10.95,73.16,20.5
861.0,950.23,36.46,11.03,72.06,21.0
871.0,968.74,36.43,11.14,75.03,18.83
881.0,983.18,35.89,11.23,72.94,18.92
891.0,1000.9,36.43,11.34,72.38,17.17
901.0,1020.44,36.47,11.43,72.68,15.92
911.0,1033.41,35.96,11.56,75.75,16.33
921.0,1046.52,35.7,11.61,75.9,18.08
931.0,1065.81,35.28,11.7,78.21,18.92
941.0,1071.92,34.86,11.83,77.42,20.58
951.0,1092.21,34.14,11.79,79.9,21.33
961.0,1107.08,34.39,11.86,82.92,21.17
971.0,1118.76,34.78,11.94,82.85,22.08
981.0,1131.02,34.64,11.97,87.43,22.25
991.0,1145.86,35.08,12.06,89.93,21.08
1001.0,1169.6,35.8,12.04,90.44,19.58
1011.0,1181.78,36.14,12.18,90.99,20.08
1021.0,1192.94,36.41,12.29,92.68,20.58
1031.0,1199.22,36.65,12.46,95.61,21.67
