epoch,greenTime,reward
1.0,60.0,0.02
2.0,60.0,0.02
3.0,60.0,0.13
4.0,60.0,3.61
5.0,60.0,10.07
6.0,60.0,3.92
7.0,60.0,3.85
8.0,60.0,2.89
9.0,60.0,2.31
10.0,60.0,1.46
11.0,60.0,1.06
12.0,60.0,0.64
13.0,60.0,0.22
14.0,60.0,-0.44
15.0,60.0,-0.55
16.0,60.0,-0.8
17.0,60.0,-1.1
18.0,60.0,-1.03
19.0,60.0,-1.54
20.0,60.0,-1.64
21.0,60.0,-1.83
22.0,60.0,-1.9
23.0,60.0,-1.93
24.0,60.0,-2.26
25.0,60.0,-2.41
26.0,60.0,-2.36
27.0,60.0,-2.46
28.0,60.0,-2.32
29.0,60.0,-2.52
30.0,60.0,-2.62
31.0,60.0,-2.85
32.0,60.0,-2.88
33.0,60.0,-2.76
34.0,60.0,-2.62
35.0,60.0,-2.49
36.0,60.0,-2.63
37.0,60.0,-3.1
38.0,60.0,-3.0
39.0,60.0,-2.83
40.0,60.0,-2.93
41.0,60.0,-2.92
42.0,60.0,-2.93
43.0,60.0,-3.03
44.0,60.0,-3.03
45.0,60.0,-3.05
46.0,60.0,-3.15
47.0,60.0,-3.18
48.0,60.0,-3.16
49.0,60.0,-3.38
50.0,60.0,-3.35
51.0,60.0,-3.17
52.0,60.0,-3.41
53.0,60.0,-3.46
54.0,60.0,-3.3
55.0,60.0,-3.33
56.0,60.0,-3.35
57.0,60.0,-3.46
58.0,60.0,-3.54
59.0,60.0,-3.6
60.0,60.0,-3.42
61.0,60.0,-3.4
62.0,60.0,-3.6
63.0,60.0,-3.51
64.0,60.0,-3.57
65.0,60.0,-3.44
66.0,60.0,-3.45
67.0,60.0,-3.75
68.0,60.0,-3.56
69.0,60.0,-3.57
70.0,60.0,-3.58
71.0,60.0,-3.37
72.0,60.0,-3.19
73.0,60.0,-3.28
74.0,60.0,-3.54
75.0,60.0,-3.52
76.0,60.0,-3.33
77.0,60.0,-3.68
78.0,60.0,-3.55
79.0,60.0,-3.44
80.0,60.0,-3.66
81.0,60.0,-3.39
82.0,60.0,-3.69
83.0,60.0,-3.66
84.0,60.0,-3.54
85.0,60.0,-3.17
86.0,60.0,-3.36
87.0,60.0,-3.88
88.0,60.0,-3.69
89.0,60.0,-3.52
90.0,60.0,-3.47
91.0,60.0,-3.33
92.0,60.0,-3.33
93.0,60.0,-3.71
94.0,60.0,-3.7
95.0,60.0,-3.65
96.0,60.0,-3.57
97.0,60.0,-3.54
98.0,60.0,-3.74
99.0,60.0,-3.63
100.0,60.0,-3.76
101.0,60.0,-3.65
102.0,60.0,-3.71
103.0,60.0,-3.63
104.0,60.0,-3.74
105.0,60.0,-3.84
106.0,60.0,-3.81
107.0,60.0,-3.71
108.0,60.0,-3.94
109.0,60.0,-3.93
110.0,60.0,-3.76
111.0,60.0,-3.68
112.0,60.0,-3.72
113.0,60.0,-3.69
114.0,60.0,-3.68
115.0,60.0,-3.74
116.0,60.0,-3.81
117.0,60.0,-3.85
118.0,60.0,-3.82
119.0,60.0,-3.65
120.0,60.0,-3.79
121.0,60.0,-3.82
122.0,60.0,-3.93
123.0,60.0,-3.72
124.0,60.0,-3.68
125.0,60.0,-3.59
126.0,60.0,-3.54
127.0,60.0,-3.68
128.0,60.0,-3.53
129.0,60.0,-3.68
130.0,60.0,-3.87
131.0,60.0,-3.82
132.0,60.0,-3.62
133.0,60.0,-3.41
134.0,60.0,-3.44
135.0,60.0,-3.49
136.0,60.0,-3.54
137.0,60.0,-3.69
138.0,60.0,-3.74
139.0,60.0,-3.96
140.0,60.0,-3.97
141.0,60.0,-3.92
142.0,60.0,-3.81
143.0,60.0,-3.97
144.0,60.0,-4.02
145.0,60.0,-3.85
146.0,60.0,-3.79
147.0,60.0,-3.74
148.0,60.0,-3.65
149.0,60.0,-3.79
150.0,60.0,-4.09
151.0,60.0,-4.16
152.0,60.0,-3.91
153.0,60.0,-3.51
154.0,60.0,-3.9
155.0,60.0,-3.53
156.0,60.0,-3.48
157.0,60.0,-3.84
158.0,60.0,-3.87
159.0,60.0,-3.84
160.0,60.0,-3.9
161.0,60.0,-3.76
162.0,60.0,-3.75
163.0,60.0,-3.83
164.0,60.0,-4.07
165.0,60.0,-4.08
166.0,60.0,-3.65
167.0,60.0,-3.88
168.0,60.0,-3.96
169.0,60.0,-3.94
170.0,60.0,-4.01
171,60.0,-3.88
