time,avgFlowRate,avgSpeed,avgDensity,avgWaiting,avgQLength
11.0,0.0,8.58,0.08,0.0,0.0
21.0,0.0,13.13,0.18,0.0,0.0
31.0,0.0,14.82,0.24,0.0,0.0
41.0,0.0,15.88,0.39,0.0,0.0
51.0,0.0,16.11,0.52,0.0,0.0
61.0,0.0,16.13,0.62,0.0,0.0
71.0,0.0,16.09,0.75,0.0,0.0
81.0,0.0,16.04,0.85,0.0,0.0
91.0,0.0,16.02,1.0,0.0,0.0
101.0,0.0,16.09,1.12,0.0,0.0
111.0,0.0,16.16,1.2,0.0,0.0
121.0,0.0,16.23,1.33,0.0,0.0
131.0,0.0,16.16,1.45,0.0,0.0
141.0,0.0,16.21,1.56,0.0,0.0
151.0,0.0,16.24,1.68,0.0,0.0
161.0,0.0,16.17,1.78,0.0,0.0
171.0,0.0,16.22,1.91,0.0,0.0
181.0,0.0,15.75,2.04,0.56,0.08
191.0,4.21,16.5,2.13,5.06,0.67
201.0,42.0,24.87,2.27,4.7,0.42
211.0,45.71,25.38,2.39,6.78,0.75
221.0,60.0,27.6,2.46,7.78,0.75
231.0,71.3,29.04,2.55,9.03,1.33
241.0,81.67,28.96,2.65,9.41,1.25
251.0,86.4,28.43,2.81,13.58,1.17
261.0,93.85,28.95,2.89,14.79,1.67
271.0,97.78,28.53,3.02,14.33,2.67
281.0,111.43,28.38,3.11,17.2,2.58
291.0,133.79,28.45,3.24,23.19,2.08
301.0,150.67,28.61,3.35,25.29,2.33
311.0,166.45,28.75,3.44,24.39,2.25
321.0,172.5,28.71,3.59,27.31,2.5
331.0,179.39,28.86,3.72,31.09,2.67
341.0,183.53,30.13,3.8,32.66,2.75
351.0,212.57,30.14,3.9,30.01,1.67
361.0,233.33,30.13,4.03,31.23,2.08
371.0,240.0,31.77,4.13,30.76,1.17
381.0,250.53,32.1,4.21,22.8,1.5
391.0,258.46,36.23,4.33,27.64,1.58
401.0,272.0,36.95,4.45,29.15,1.92
411.0,289.76,39.76,4.55,29.78,2.17
421.0,290.48,39.97,4.68,30.84,2.33
431.0,298.6,42.4,4.75,32.46,1.42
441.0,310.91,43.31,4.9,31.83,1.67
451.0,317.33,42.75,5.0,31.82,1.75
461.0,327.83,42.28,5.12,32.45,2.42
471.0,328.51,41.09,5.27,29.95,3.42
481.0,340.83,40.97,5.29,32.01,3.67
491.0,354.29,40.14,5.43,28.83,4.92
501.0,359.2,39.88,5.61,28.89,6.0
511.0,374.12,39.78,5.67,32.72,4.08
521.0,399.23,41.83,5.77,34.61,3.17
531.0,419.62,42.48,5.88,34.61,2.92
541.0,441.48,43.72,5.96,32.88,3.42
551.0,443.64,42.72,6.1,34.93,4.67
561.0,459.29,42.14,6.23,34.64,5.42
571.0,480.0,43.31,6.34,37.9,4.25
581.0,497.93,43.37,6.44,38.24,4.5
591.0,511.19,42.35,6.48,39.34,4.67
601.0,539.33,42.99,6.63,40.16,4.33
611.0,555.41,43.21,6.74,40.08,5.08
621.0,557.42,43.13,6.8,41.97,5.25
631.0,569.52,43.96,6.89,43.64,4.0
641.0,578.12,44.24,6.96,43.63,4.42
651.0,585.84,44.23,7.11,42.83,4.33
661.0,589.7,43.72,7.2,41.57,5.42
671.0,594.63,43.14,7.29,42.06,6.08
681.0,604.71,43.04,7.42,41.18,5.83
691.0,622.03,42.33,7.47,43.37,5.5
701.0,641.14,42.05,7.59,45.26,6.83
711.0,654.08,41.45,7.68,45.98,7.25
721.0,662.78,41.22,7.76,47.31,7.83
731.0,665.21,40.46,7.86,49.15,8.5
741.0,669.73,41.07,7.91,49.52,9.17
751.0,674.13,39.86,7.93,50.43,9.42
761.0,685.26,39.75,8.03,51.56,9.5
771.0,692.47,39.67,8.12,51.85,11.17
781.0,693.33,39.06,8.14,52.27,12.0
791.0,700.25,37.85,8.24,53.87,13.17
801.0,706.0,36.36,8.3,55.87,14.33
811.0,714.57,35.72,8.43,57.08,14.92
821.0,730.73,35.4,8.48,59.03,14.08
831.0,754.7,35.54,8.61,63.44,14.08
841.0,777.62,35.7,8.68,64.98,14.25
851.0,798.59,36.1,8.75,65.39,12.92
861.0,807.91,36.41,8.85,67.11,13.5
871.0,826.67,36.39,8.84,68.31,13.75
881.0,834.54,36.41,8.95,71.02,14.67
891.0,842.25,36.64,9.05,70.29,15.67
901.0,856.44,35.63,9.08,70.46,16.08
911.0,871.21,36.12,9.12,72.47,14.42
921.0,898.7,37.2,9.16,75.74,13.08
931.0,922.15,37.59,9.15,72.64,12.33
941.0,939.57,37.57,9.1,72.53,11.75
951.0,950.74,38.23,9.2,74.54,11.75
961.0,961.25,37.83,9.25,76.03,11.67
971.0,973.19,38.52,9.21,74.92,10.5
981.0,976.33,38.45,9.21,76.72,11.67
991.0,981.82,37.68,9.23,78.15,11.58
1001.0,994.0,37.37,9.23,76.58,12.75
1011.0,1000.0,37.89,9.24,77.84,12.5
1021.0,1008.63,37.24,9.34,78.78,12.0
1031.0,1020.2,37.11,9.33,79.33,11.75
1041.0,1029.62,36.71,9.38,80.65,12.83
1051.0,1037.33,36.22,9.51,82.42,14.17
1061.0,1050.19,36.56,9.53,84.31,13.75
1071.0,1063.18,37.01,9.61,87.02,13.5
1081.0,1072.59,37.27,9.68,87.9,13.42
1091.0,1082.94,37.85,9.72,88.92,14.92
1101.0,1093.46,37.94,9.84,90.6,15.92
