1194.73,18.67,23.72,63.26,1391.49
1663.04,17.96,38.18,64.81,1784.23
2367.15,5.38,171.57,72.19,2676.51
2821.96,2.84,236.18,80.03,3300.97
3081.2,2.69,252.76,80.96,3438.35
2225.616,9.508,144.482,72.25,2518.31
