time,avgFlowRate,avgSpeed,avgDensity,avgWaiting,avgQLength
11.0,0.0,16.26,0.21,0.0,0.0
21.0,0.0,17.45,0.49,0.0,0.0
31.0,0.0,20.76,1.02,0.0,0.0
41.0,0.0,23.93,1.48,0.0,0.0
51.0,0.0,24.18,1.82,0.0,0.0
61.0,0.0,24.14,2.29,0.0,0.0
71.0,0.0,24.25,2.76,0.0,0.0
81.0,0.0,24.18,3.23,0.0,0.0
91.0,0.0,24.27,3.59,0.0,0.0
101.0,0.0,23.98,4.09,0.0,0.0
111.0,0.0,24.27,4.48,0.0,0.0
121.0,0.0,24.07,4.95,0.0,0.0
131.0,0.0,24.1,5.34,0.0,0.0
141.0,0.0,24.04,5.81,0.0,0.0
151.0,0.0,24.05,6.25,0.0,0.0
161.0,0.0,24.11,6.72,0.0,0.0
171.0,0.0,23.96,7.14,0.0,0.0
181.0,5.0,26.77,7.55,3.75,0.75
191.0,9.47,26.38,7.99,8.84,2.06
201.0,58.5,37.29,8.38,9.32,1.12
211.0,77.14,38.28,8.76,11.6,3.0
221.0,102.27,37.52,9.1,14.63,4.69
231.0,121.31,36.78,9.55,18.49,6.56
241.0,135.0,35.71,9.97,21.49,9.0
251.0,158.4,35.12,10.33,26.19,11.06
261.0,204.23,41.84,10.63,25.72,9.38
271.0,266.67,43.75,11.07,27.88,8.62
281.0,337.5,44.78,11.5,30.35,9.94
291.0,369.31,44.6,11.85,33.56,12.19
301.0,363.0,44.25,12.37,38.91,13.5
311.0,377.42,43.45,12.73,40.7,15.56
321.0,402.19,43.23,13.06,39.66,13.88
331.0,458.18,43.9,13.5,37.3,8.62
341.0,516.18,44.17,13.84,36.29,9.19
351.0,550.29,43.8,14.29,34.2,10.88
361.0,570.0,42.86,14.59,37.45,14.06
371.0,595.95,42.72,14.94,41.25,15.0
381.0,603.95,42.04,15.27,38.36,16.12
391.0,639.23,42.13,15.47,33.22,12.0
401.0,677.25,42.46,15.56,30.08,11.62
411.0,702.44,42.08,15.86,27.02,13.12
421.0,715.72,41.3,16.31,28.3,16.69
431.0,724.19,40.55,16.64,37.09,19.12
441.0,717.95,39.2,17.05,40.86,23.06
451.0,786.0,38.93,17.3,39.59,18.0
461.0,856.96,39.56,17.46,38.41,17.62
471.0,894.26,39.3,17.78,36.05,21.75
481.0,913.12,39.24,18.23,37.56,23.81
491.0,934.9,38.67,18.45,41.25,26.25
501.0,941.4,37.49,18.78,43.59,30.56
511.0,965.29,36.35,18.97,41.85,29.81
521.0,998.65,36.02,19.08,39.26,29.81
531.0,1023.96,35.81,19.12,38.45,32.81
541.0,1053.34,35.41,19.38,38.54,37.12
551.0,1052.18,35.0,19.69,46.25,41.81
561.0,1046.25,33.62,20.03,50.16,46.88
571.0,1056.32,32.29,20.24,51.35,49.31
581.0,1095.52,31.86,20.27,48.99,45.38
591.0,1122.71,32.18,20.37,48.4,43.88
601.0,1150.5,32.66,20.68,48.84,42.19
611.0,1167.05,32.69,20.75,51.38,45.56
621.0,1188.87,32.39,21.03,54.49,50.25
631.0,1195.71,31.55,21.52,57.89,54.56
641.0,1230.47,30.96,21.39,54.96,47.81
651.0,1279.38,30.69,21.52,49.47,46.31
661.0,1321.36,30.67,21.54,47.22,46.12
671.0,1337.91,30.77,21.74,46.79,47.81
681.0,1357.94,30.92,22.04,49.72,50.44
691.0,1387.83,30.89,22.36,52.3,54.0
701.0,1415.57,30.77,22.59,54.59,51.38
711.0,1440.0,31.06,22.69,53.33,50.25
721.0,1452.5,31.32,22.99,50.83,51.19
731.0,1470.82,32.12,23.32,50.62,51.56
741.0,1481.35,31.69,23.62,55.66,54.0
751.0,1478.4,30.7,24.02,57.71,60.0
761.0,1482.63,29.92,24.33,59.99,62.06
771.0,1522.99,30.25,24.3,58.83,56.44
781.0,1564.61,30.05,24.3,54.52,57.19
791.0,1578.99,30.98,24.48,52.73,57.0
801.0,1602.0,31.01,24.39,55.41,61.31
811.0,1615.56,30.69,24.57,58.9,66.38
821.0,1610.12,30.0,24.88,62.99,70.69
831.0,1639.52,29.51,24.77,61.18,64.69
841.0,1666.07,29.36,24.73,59.35,62.62
851.0,1682.47,29.14,24.71,56.2,60.38
861.0,1688.03,28.82,24.93,55.09,62.06
871.0,1701.72,28.22,24.86,57.17,66.75
881.0,1707.95,28.0,24.93,59.89,71.44
891.0,1720.12,27.1,24.97,60.73,70.12
901.0,1738.0,26.43,25.15,60.46,70.31
911.0,1747.58,25.54,25.47,57.16,72.94
921.0,1766.74,26.09,25.86,55.65,74.62
931.0,1779.68,26.67,26.0,56.96,77.44
941.0,1792.34,27.29,26.41,58.56,79.31
951.0,1801.89,26.98,26.69,58.52,78.38
961.0,1825.31,26.49,26.55,56.38,75.0
971.0,1849.18,26.84,26.56,55.99,73.5
981.0,1868.88,26.67,26.71,54.28,74.06
991.0,1880.0,27.27,26.87,55.82,75.38
1001.0,1893.6,26.73,26.9,57.58,77.81
1011.0,1898.91,26.84,27.01,60.62,79.31
1021.0,1927.94,26.69,26.92,60.88,72.38
1031.0,1956.41,26.86,26.79,58.71,68.44
1041.0,1980.87,28.2,27.02,56.55,64.88
1051.0,2002.28,29.12,26.98,55.49,63.56
1061.0,2027.55,29.75,26.85,58.42,63.94
1071.0,2050.66,29.94,26.83,61.1,68.06
1081.0,2070.83,28.39,26.91,59.54,69.19
1091.0,2092.29,27.75,26.94,57.47,74.06
1101.0,2109.28,27.67,27.07,55.11,77.06
1111.0,2124.32,26.66,27.13,53.95,79.5
1121.0,2139.91,26.64,27.3,55.28,82.69
1131.0,2150.44,26.32,27.58,58.77,82.31
1141.0,2163.95,25.57,27.74,60.44,81.0
1151.0,2193.65,25.31,27.83,58.7,80.44
1161.0,2226.72,25.49,27.75,58.07,79.12
1171.0,2253.84,25.98,27.72,57.72,79.31
1181.0,2277.46,26.59,27.89,60.17,77.44
1191.0,2305.21,27.24,27.94,61.14,79.12
1201.0,2314.5,26.48,28.04,61.41,82.31
1211.0,2327.35,26.18,28.09,60.95,80.44
1221.0,2337.78,25.86,28.04,60.0,82.69
1231.0,2343.66,25.54,28.27,58.57,86.06
1241.0,2344.36,25.54,28.42,58.87,86.25
1251.0,2342.88,25.82,28.61,59.83,85.31
1261.0,2337.14,25.86,29.0,61.72,87.94
1271.0,2349.92,25.19,29.08,62.67,81.56
1281.0,2366.01,25.37,29.24,61.61,77.06
1291.0,2383.95,26.06,29.32,59.86,74.25
1301.0,2403.0,27.32,29.61,58.91,72.0
1311.0,2420.38,28.32,29.5,59.94,74.06
1321.0,2432.73,29.04,29.74,59.82,79.31
1331.0,2438.8,27.93,30.04,59.13,81.75
1341.0,2459.55,27.44,30.25,57.56,81.19
1351.0,2472.66,26.88,30.16,54.66,84.56
1361.0,2480.95,26.62,30.27,51.69,87.38
1371.0,2483.21,27.04,30.53,55.4,86.25
1381.0,2488.7,27.21,30.66,58.94,89.06
1391.0,2493.45,26.09,30.8,62.26,91.88
1401.0,2507.79,25.52,30.68,62.98,91.69
1411.0,2520.0,25.45,30.61,63.39,92.25
1421.0,2526.97,25.5,30.52,62.9,89.62
1431.0,2531.96,25.37,30.57,64.08,91.31
1441.0,2534.38,25.26,30.76,64.39,94.5
1451.0,2533.03,24.37,31.01,64.9,100.69
1461.0,2545.89,24.04,30.93,64.23,96.94
1471.0,2554.28,23.95,30.72,63.12,98.44
1481.0,2561.35,23.41,30.63,61.76,100.31
1491.0,2568.32,22.94,30.59,60.36,105.0
1501.0,2572.2,22.95,30.48,61.11,106.31
1511.0,2573.64,22.87,30.49,62.3,106.88
1521.0,2582.17,21.8,30.62,62.32,105.56
1531.0,2593.53,21.73,30.64,62.94,105.94
1541.0,2610.58,21.79,30.59,63.28,108.19
1551.0,2615.22,22.35,30.86,63.69,108.38
1561.0,2617.5,22.59,31.01,66.32,108.75
1571.0,2619.74,23.01,31.24,66.6,110.62
1581.0,2623.67,22.48,31.21,66.03,107.62
1591.0,2637.73,22.6,31.41,63.95,105.19
1601.0,2655.0,22.74,31.47,62.38,103.88
1611.0,2667.58,22.5,31.63,61.19,104.81
1621.0,2679.45,22.8,31.93,62.84,105.38
1631.0,2688.96,23.86,32.24,64.25,105.38
1641.0,2697.26,23.85,32.51,65.42,106.69
1651.0,2713.64,23.48,32.61,65.38,104.62
1661.0,2720.06,23.3,32.7,63.93,107.25
1671.0,2725.87,23.38,32.92,61.34,109.5
1681.0,2735.36,24.22,33.09,61.59,107.06
1691.0,2742.61,24.76,33.24,63.37,107.62
1701.0,2752.94,24.91,33.36,66.43,110.25
1711.0,2763.16,23.54,33.44,66.27,111.38
1721.0,2781.63,23.66,33.56,65.52,109.88
1731.0,2793.12,23.83,33.66,64.17,111.56
1741.0,2797.76,23.96,33.73,64.04,109.5
1751.0,2803.37,24.27,33.75,65.49,109.31
1761.0,2808.41,24.39,33.95,66.22,112.12
1771.0,2813.39,23.66,34.07,66.88,111.0
1781.0,2824.38,22.8,33.91,64.42,112.12
1791.0,2834.75,22.6,33.77,62.26,114.75
1801.0,2845.0,22.51,33.68,61.6,116.44
1811.0,2851.16,21.99,33.69,64.11,115.69
1821.0,2853.79,22.27,33.81,65.37,112.12
1831.0,2852.95,21.73,33.87,65.6,116.44
1841.0,2857.01,20.56,33.84,63.63,118.69
1851.0,2860.06,20.5,34.07,63.19,120.0
1861.0,2862.09,20.72,34.22,63.48,122.06
1871.0,2863.16,20.55,34.25,64.39,124.12
1881.0,2861.81,20.92,34.4,65.27,123.0
1891.0,2857.62,20.95,34.86,65.11,126.56
1901.0,2867.21,20.29,34.74,63.42,125.06
1911.0,2878.59,20.24,34.79,61.93,124.88
1921.0,2891.25,20.07,34.74,61.69,123.0
1931.0,2905.64,20.6,34.66,62.62,123.94
1941.0,2919.9,21.19,34.54,64.49,118.69
1951.0,2927.08,21.56,34.59,65.57,118.88
1961.0,2929.59,21.27,34.8,65.87,118.31
1971.0,2927.97,20.61,35.0,64.66,118.69
1981.0,2927.27,20.4,35.07,63.53,121.88
1991.0,2927.48,20.45,35.26,63.26,122.44
2001.0,2929.5,20.85,35.36,64.36,124.31
2011.0,2931.94,20.68,35.46,64.86,126.38
2021.0,2932.57,20.68,35.66,66.02,129.0
2031.0,2940.3,20.05,35.78,65.15,130.31
2041.0,2945.3,19.78,35.89,63.33,132.75
2051.0,2950.24,20.17,36.19,62.52,136.5
2061.0,2953.4,20.36,36.5,63.92,137.62
2071.0,2956.96,20.84,36.84,64.94,141.19
2081.0,2955.72,21.28,37.19,66.04,139.5
2091.0,2962.25,20.72,37.22,66.49,135.94
2101.0,2965.29,20.53,37.36,65.54,136.5
2111.0,2975.12,20.46,37.55,64.55,139.88
2121.0,2978.91,20.12,37.58,65.2,142.88
2131.0,2975.91,20.5,37.72,67.27,141.75
2141.0,2973.37,20.97,37.67,70.65,141.0
