time,avgFlowRate,avgSpeed,avgDensity,avgWaiting,avgQLength
11.0,0.0,16.26,0.21,0.0,0.0
21.0,0.0,17.45,0.49,0.0,0.0
31.0,0.0,20.76,1.02,0.0,0.0
41.0,0.0,23.93,1.48,0.0,0.0
51.0,0.0,24.18,1.82,0.0,0.0
61.0,0.0,24.14,2.29,0.0,0.0
71.0,0.0,24.25,2.76,0.0,0.0
81.0,0.0,24.18,3.23,0.0,0.0
91.0,0.0,24.27,3.59,0.0,0.0
101.0,0.0,23.98,4.09,0.0,0.0
111.0,0.0,24.27,4.48,0.0,0.0
121.0,0.0,24.07,4.95,0.0,0.0
131.0,0.0,24.1,5.34,0.0,0.0
141.0,0.0,24.04,5.81,0.0,0.0
151.0,0.0,24.05,6.25,0.0,0.0
161.0,0.0,24.11,6.72,0.0,0.0
171.0,0.0,23.96,7.14,0.0,0.0
181.0,10.0,29.26,7.55,3.75,0.56
191.0,18.95,29.71,7.99,8.88,1.69
201.0,90.0,43.1,8.37,7.92,0.75
211.0,111.43,44.91,8.78,8.02,1.69
221.0,151.36,47.88,9.03,7.96,2.25
231.0,187.83,47.37,9.52,9.54,3.56
241.0,217.5,46.99,9.78,11.72,4.69
251.0,266.4,46.58,10.15,14.72,6.38
261.0,304.61,45.92,10.54,17.03,6.94
271.0,336.67,45.25,10.86,18.37,7.88
281.0,398.57,45.79,11.16,17.62,5.81
291.0,477.93,45.66,11.55,22.37,4.31
301.0,513.0,46.18,12.08,23.98,5.06
311.0,537.1,45.83,12.3,24.53,6.56
321.0,554.06,45.46,12.76,27.15,7.12
331.0,575.45,45.17,13.14,26.44,5.81
341.0,608.82,45.4,13.34,24.84,7.12
351.0,653.14,44.79,13.74,23.84,5.81
361.0,690.0,44.18,14.16,22.98,7.69
371.0,727.3,44.25,14.48,22.11,8.81
381.0,762.63,43.95,14.75,23.91,7.31
391.0,789.23,43.44,15.08,24.42,8.25
401.0,816.75,43.27,15.41,24.46,9.0
411.0,840.73,42.78,15.85,23.12,11.06
421.0,848.57,41.8,16.18,23.01,14.25
431.0,895.81,41.21,16.5,26.55,14.44
441.0,951.14,40.77,16.73,25.67,16.12
451.0,986.0,40.46,16.98,27.6,17.25
461.0,1009.57,39.5,17.17,27.08,18.56
471.0,1028.3,38.2,17.34,26.55,22.5
481.0,1048.12,37.14,17.49,28.84,25.12
491.0,1076.33,37.66,18.02,32.45,24.56
501.0,1090.8,37.51,18.43,34.63,26.62
511.0,1134.7,36.56,18.5,34.96,26.06
521.0,1194.23,37.03,18.73,35.61,24.94
531.0,1243.02,36.92,18.8,35.5,27.19
541.0,1288.34,36.75,18.96,35.96,28.69
551.0,1330.36,36.3,18.91,35.44,28.88
561.0,1351.61,36.26,19.14,37.01,29.62
571.0,1381.58,35.48,19.16,37.26,31.12
581.0,1390.35,34.88,19.39,37.15,31.5
591.0,1409.49,34.31,19.49,36.52,33.56
601.0,1431.0,34.61,19.55,38.05,33.0
611.0,1451.8,34.46,19.73,39.75,36.19
621.0,1450.16,34.21,20.09,43.61,39.94
631.0,1468.57,33.83,20.14,45.94,39.19
641.0,1494.84,34.34,20.27,48.14,37.69
651.0,1527.23,34.98,20.55,50.75,33.75
661.0,1557.28,35.09,20.73,49.43,36.75
671.0,1579.7,34.76,20.63,48.72,38.81
681.0,1593.53,34.71,20.91,49.41,39.94
691.0,1600.44,34.03,21.31,50.54,44.25
701.0,1612.29,34.06,21.52,50.88,44.06
711.0,1625.07,33.62,21.72,49.34,46.12
721.0,1656.25,33.69,21.73,46.97,47.62
731.0,1686.58,33.57,21.78,50.22,48.0
741.0,1700.27,32.9,21.98,51.08,46.88
751.0,1706.4,32.79,22.21,50.93,46.31
761.0,1719.47,32.95,22.26,49.54,47.44
771.0,1733.38,32.85,22.32,49.28,49.69
781.0,1758.46,32.53,22.34,49.24,48.75
791.0,1763.55,32.32,22.43,49.34,49.5
801.0,1765.12,31.71,22.75,49.74,53.44
811.0,1766.67,30.57,22.9,49.44,54.0
821.0,1778.05,30.72,23.23,49.84,53.62
831.0,1796.75,31.23,23.44,50.43,52.88
841.0,1809.64,30.75,23.72,51.22,51.56
851.0,1826.47,31.08,23.84,52.61,52.5
861.0,1845.0,30.9,24.04,54.32,51.56
871.0,1863.11,29.91,24.04,51.46,55.31
881.0,1885.91,29.46,24.16,48.66,56.81
891.0,1914.27,29.92,24.19,49.21,54.94
901.0,1933.0,29.78,24.29,49.38,58.31
911.0,1953.3,29.23,24.24,51.24,60.38
921.0,1962.39,28.65,24.5,52.81,62.06
931.0,1963.55,28.74,24.55,53.06,63.19
941.0,1976.17,28.77,24.72,53.47,62.44
951.0,1996.1,29.92,24.76,55.21,59.06
961.0,2010.94,30.27,24.97,56.17,58.31
971.0,2022.68,29.8,25.01,56.12,57.38
981.0,2035.1,29.84,25.0,55.63,58.88
991.0,2043.64,29.97,24.98,55.8,60.38
1001.0,2052.9,29.42,24.8,53.52,62.44
1011.0,2061.09,29.0,24.69,52.93,63.56
1021.0,2072.64,28.04,24.68,52.54,65.81
1031.0,2078.74,27.74,24.63,54.4,66.19
1041.0,2091.63,27.92,24.73,54.77,66.75
1051.0,2101.71,27.73,24.63,57.16,66.0
1061.0,2123.49,27.73,24.75,58.42,63.94
1071.0,2150.75,28.26,24.65,56.96,61.69
1081.0,2172.5,28.84,24.95,57.08,60.19
1091.0,2196.33,28.5,25.12,56.21,61.69
1101.0,2221.36,28.31,25.22,55.55,66.0
1111.0,2234.59,27.66,25.54,55.07,68.44
1121.0,2248.39,26.93,25.78,53.75,71.81
1131.0,2260.35,26.93,26.23,52.77,76.12
1141.0,2273.69,26.59,26.66,52.81,77.06
1151.0,2291.48,27.1,26.8,53.65,72.19
1161.0,2317.5,28.02,26.82,55.52,72.0
1171.0,2330.0,28.05,27.22,56.91,71.62
1181.0,2348.39,28.58,27.4,57.86,71.81
1191.0,2350.59,28.26,27.5,58.04,73.12
1201.0,2350.5,27.52,27.58,58.38,76.31
1211.0,2351.16,27.56,27.77,59.01,77.25
1221.0,2361.39,28.36,27.9,59.67,75.38
1231.0,2372.93,28.32,27.96,58.41,76.12
1241.0,2388.63,28.73,27.89,57.81,77.62
1251.0,2402.64,28.32,27.95,59.54,75.75
1261.0,2420.72,28.17,28.12,59.23,77.06
1271.0,2433.54,28.31,28.12,58.47,76.69
1281.0,2447.58,28.46,28.32,58.05,77.62
1291.0,2462.79,28.46,28.41,57.89,78.19
1301.0,2479.16,28.25,28.73,58.03,81.38
1311.0,2497.33,27.95,28.83,57.68,79.88
1321.0,2524.77,28.29,28.83,56.82,77.44
1331.0,2547.74,28.03,28.73,54.75,73.5
1341.0,2565.0,28.12,28.68,53.27,73.69
1351.0,2578.67,27.61,28.88,53.39,76.12
1361.0,2588.82,27.28,28.71,54.04,78.38
1371.0,2592.26,27.01,28.8,55.82,79.12
1381.0,2604.78,27.28,28.7,55.65,78.0
1391.0,2610.0,27.89,28.82,54.95,78.19
1401.0,2614.5,28.28,28.9,55.1,80.44
1411.0,2620.85,27.8,29.1,56.51,86.06
1421.0,2627.74,27.55,29.16,57.14,89.62
1431.0,2628.88,27.44,29.36,59.27,87.0
1441.0,2642.5,27.47,29.41,59.21,81.0
1451.0,2650.97,27.44,29.36,57.35,78.38
1461.0,2661.78,27.08,29.4,56.28,80.81
1471.0,2674.9,26.51,29.58,56.06,83.44
1481.0,2682.36,26.51,29.6,57.37,84.19
1491.0,2687.92,25.64,29.73,57.71,88.31
1501.0,2697.0,25.07,29.78,57.16,89.44
1511.0,2712.52,25.61,29.78,56.56,87.94
1521.0,2724.28,25.34,29.7,55.43,85.31
1531.0,2735.89,25.68,29.7,54.46,87.56
1541.0,2749.67,25.86,29.69,55.63,86.06
1551.0,2760.97,26.03,29.84,57.43,86.25
1561.0,2757.69,25.69,30.1,58.69,89.25
1571.0,2767.65,25.71,30.17,58.62,90.56
1581.0,2775.19,25.55,30.3,59.16,90.75
1591.0,2780.38,25.98,30.55,58.68,93.38
1601.0,2791.69,25.7,30.6,59.86,93.94
1611.0,2801.18,25.79,30.88,60.24,94.88
1621.0,2809.45,26.26,30.8,60.98,93.94
1631.0,2819.26,26.43,31.04,60.45,88.12
1641.0,2837.19,26.57,30.94,59.0,84.19
1651.0,2855.45,26.59,30.94,57.8,85.69
1661.0,2876.2,26.79,30.77,57.3,87.56
1671.0,2895.09,26.17,31.0,57.77,88.88
1681.0,2916.43,26.16,31.08,57.75,89.62
1691.0,2928.46,25.77,31.26,56.95,94.88
1701.0,2941.41,25.5,31.34,57.45,98.81
1711.0,2954.21,25.56,31.54,57.98,94.69
1721.0,2956.39,25.09,31.71,56.73,95.44
1731.0,2962.72,24.44,31.74,56.16,96.19
1741.0,2980.86,25.2,31.83,57.54,95.06
1751.0,3000.34,25.02,31.89,58.7,98.25
1761.0,3021.14,24.07,32.02,58.43,103.69
1771.0,3042.2,24.02,32.09,57.83,108.94
1781.0,3058.99,23.83,32.13,58.99,109.88
1791.0,3072.57,24.52,32.26,59.85,108.75
1801.0,3089.5,24.7,32.46,59.39,102.56
1811.0,3111.71,25.06,32.56,58.46,99.38
1821.0,3135.66,25.21,32.4,58.53,99.19
1831.0,3157.38,25.2,32.52,59.9,101.25
1841.0,3162.72,24.49,32.77,61.02,103.12
1851.0,3170.43,24.18,33.0,61.67,108.19
1861.0,3169.35,23.66,33.31,62.75,111.38
1871.0,3172.62,23.37,33.39,62.78,115.12
1881.0,3173.94,23.17,33.64,63.19,117.0
1891.0,3179.05,22.81,33.88,62.55,116.62
1901.0,3194.05,22.38,33.8,63.13,116.06
1911.0,3208.9,22.91,33.73,63.81,109.12
1921.0,3214.69,23.41,33.89,63.54,102.0
1931.0,3222.75,23.66,33.94,62.79,97.5
1941.0,3230.72,23.9,34.01,62.72,93.75
1951.0,3236.77,23.73,34.13,62.33,96.94
1961.0,3240.92,23.34,34.23,62.39,100.5
1971.0,3243.2,23.32,34.26,60.89,100.31
1981.0,3248.18,23.61,34.22,58.32,100.69
1991.0,3256.28,23.22,34.03,56.56,100.69
2001.0,3261.6,22.47,33.87,54.83,102.38
2011.0,3262.39,21.76,33.68,53.02,105.75
2021.0,3262.28,21.67,33.49,53.57,106.88
2031.0,3263.05,21.48,33.56,55.55,109.31
2041.0,3268.23,21.53,33.61,57.28,110.81
2051.0,3274.68,21.41,33.73,59.23,111.94
2061.0,3285.88,21.63,33.58,59.39,112.12
2071.0,3303.91,21.96,33.58,59.85,108.0
2081.0,3323.08,22.54,33.48,60.16,109.88
2091.0,3326.55,22.18,33.5,60.28,109.5
2101.0,3330.0,22.08,33.43,60.43,112.12
2111.0,3332.56,21.49,33.6,61.38,112.88
2121.0,3339.76,21.78,33.58,60.79,111.0
2131.0,3349.44,22.11,33.39,59.58,110.81
2141.0,3350.61,22.01,33.55,59.77,108.94
