epoch,greenTime,reward
1.0,60.0,0.48
2.0,60.0,0.48
3.0,40.0,0.48
4.0,45.25,0.49
5.0,50.0,0.53
6.0,48.75,0.62
7.0,33.0,0.77
8.0,20.0,0.79
9.0,32.0,0.79
10.0,31.75,0.94
11.0,52.75,1.02
12.0,54.0,0.78
13.0,50.25,0.94
14.0,48.25,0.99
15.0,54.0,0.96
16.0,35.75,1.06
17.0,39.75,1.18
18.0,35.75,1.13
19.0,26.5,1.3
20.0,30.5,1.3
21.0,21.75,1.33
22.0,21.0,1.41
23.0,33.75,1.5
24.0,21.0,1.48
25.0,37.75,1.48
26.0,31.75,1.55
27.0,34.75,1.55
28.0,36.5,1.63
29.0,38.5,1.68
30.0,41.0,1.74
31.0,43.25,1.83
32.0,38.25,1.89
33.0,31.25,1.97
34.0,38.25,1.89
35.0,29.25,2.15
36.0,23.5,2.09
37.0,37.0,2.01
38.0,34.0,2.18
39.0,25.0,2.37
40.0,33.25,2.22
41.0,35.25,2.23
42.0,31.0,2.26
43.0,43.5,2.47
44.0,32.5,2.28
45.0,26.0,2.35
46.0,39.0,2.42
47.0,32.0,2.4
48.0,30.0,2.53
49.0,27.0,2.47
50.0,24.5,2.48
51.0,37.75,2.49
52.0,27.75,2.58
53.0,30.75,2.56
54.0,25.5,2.64
55.0,26.75,2.74
56.0,31.5,2.73
57.0,21.25,2.73
58.0,26.75,2.72
59.0,25.0,2.71
60.0,38.0,2.74
61.0,28.25,2.78
62.0,38.25,2.82
63.0,30.25,2.74
64.0,45.75,2.75
65.0,35.5,2.76
66.0,47.0,2.79
67.0,32.75,2.85
68.0,41.5,2.79
69.0,37.5,2.75
70.0,26.0,2.85
71.0,41.0,2.8
72.0,33.0,2.78
73.0,30.0,2.87
74.0,38.25,2.86
75.0,44.5,2.77
76.0,35.75,2.88
77.0,28.75,2.89
78.0,44.25,2.89
79.0,43.0,2.93
80.0,40.0,2.93
81.0,50.25,2.89
82.0,55.75,2.9
83.0,44.25,2.89
84.0,45.25,2.88
85.0,32.75,2.93
86.0,33.5,2.92
87.0,22.75,2.97
88.0,31.5,2.95
89.0,35.75,2.95
90.0,40.75,2.97
91.0,49.75,2.97
92.0,40.25,2.98
93.0,45.25,2.98
94.0,34.5,2.98
95.0,46.5,3.02
96.0,45.5,3.02
97.0,30.75,3.08
98.0,27.25,3.06
99.0,35.75,3.12
100.0,40.5,3.18
101.0,25.75,3.15
102.0,27.25,3.16
103.0,22.75,3.2
104.0,26.5,3.18
105.0,32.75,3.2
106.0,23.0,3.25
107.0,34.25,3.25
108.0,25.75,3.24
109.0,35.5,3.29
110.0,37.0,3.28
111.0,33.5,3.3
112.0,31.5,3.33
113.0,47.5,3.37
114.0,37.5,3.32
115.0,34.5,3.35
116.0,34.25,3.28
117.0,38.0,3.28
118.0,35.5,3.31
119.0,45.25,3.31
120.0,46.75,3.28
121.0,32.5,3.23
122.0,42.25,3.22
123.0,36.25,3.24
124.0,32.5,3.2
125.0,35.25,3.27
126.0,35.25,3.26
127.0,28.5,3.26
128.0,33.25,3.23
129.0,30.5,3.31
130.0,32.0,3.28
131.0,29.0,3.34
132.0,24.0,3.32
133.0,32.75,3.36
134.0,22.5,3.41
135.0,26.0,3.46
136.0,23.25,3.45
137.0,37.5,3.64
138.0,29.5,3.62
139.0,33.75,3.57
140.0,24.75,3.7
141.0,43.25,3.6
142.0,31.75,3.51
143.0,31.0,3.5
144.0,28.0,3.62
145.0,42.0,3.45
146.0,22.0,3.48
147.0,30.75,3.46
148.0,37.25,3.46
149.0,43.25,3.48
150.0,29.0,3.43
151.0,31.25,3.39
152.0,29.5,3.41
153.0,32.0,3.32
154.0,33.25,3.39
155.0,32.75,3.45
156.0,33.75,3.4
157.0,33.0,3.43
158.0,42.25,3.41
159.0,50.0,3.35
160.0,34.75,3.32
161.0,42.25,3.31
162.0,45.0,3.32
163.0,39.5,3.35
164.0,32.0,3.43
165.0,30.75,3.34
166.0,32.5,3.36
167.0,33.0,3.33
168.0,25.25,3.39
169.0,44.5,3.33
170.0,42.25,3.38
171.0,34.25,3.35
172.0,38.75,3.35
173.0,41.5,3.42
174.0,41.0,3.42
175.0,46.25,3.39
176.0,29.75,3.37
177.0,49.25,3.36
178.0,37.75,3.35
179.0,36.25,3.4
180.0,28.0,3.37
181.0,35.0,3.38
182.0,34.75,3.38
183.0,39.75,3.4
184.0,33.75,3.49
185.0,42.75,3.38
186.0,35.5,3.44
187.0,42.0,3.4
188.0,25.5,3.36
189.0,33.0,3.4
190.0,42.5,3.4
191.0,36.5,3.4
192.0,34.0,3.48
193.0,35.75,3.41
194.0,35.75,3.37
195.0,53.75,3.43
196.0,40.75,3.43
197.0,43.25,3.43
198.0,25.75,3.4
199.0,35.75,3.4
200.0,26.25,3.42
201.0,43.0,3.36
202.0,32.75,3.39
203.0,29.25,3.42
204.0,30.25,3.49
205.0,33.25,3.47
206.0,26.0,3.45
207.0,53.25,3.44
208.0,36.0,3.48
209.0,37.25,3.41
210.0,37.0,3.46
211.0,43.25,3.36
212.0,44.75,3.42
213.0,33.0,3.45
214.0,52.0,3.44
215.0,41.5,3.43
216.0,29.25,3.42
217.0,36.75,3.43
218.0,44.25,3.43
219.0,22.25,3.42
220.0,30.25,3.43
221.0,23.5,3.39
222.0,36.5,3.45
223.0,31.0,3.46
224.0,25.5,3.51
225.0,26.25,3.68
226.0,29.25,3.61
227.0,23.0,3.59
228.0,36.75,3.51
229.0,34.0,3.57
230.0,23.0,3.59
231.0,35.75,3.56
232.0,21.5,3.44
233.0,35.5,3.64
234.0,25.0,3.51
235.0,34.0,3.62
236.0,33.5,3.68
237.0,30.0,3.63
238.0,38.0,3.71
239.0,31.5,3.65
