time,avgFlowRate,avgSpeed,avgDensity,avgWaiting,avgQLength
11.0,0.0,14.12,0.26,0.0,0.0
21.0,0.0,23.39,0.89,0.0,0.0
31.0,0.0,23.79,1.51,0.0,0.0
41.0,0.0,23.9,2.19,0.0,0.0
51.0,0.0,23.93,2.86,0.0,0.0
61.0,0.0,24.05,3.44,0.0,0.0
71.0,0.0,24.2,4.17,0.0,0.0
81.0,0.0,24.13,4.82,0.0,0.0
91.0,0.0,23.97,5.42,0.0,0.0
101.0,0.0,23.86,6.1,0.0,0.0
111.0,0.0,23.9,6.79,0.0,0.0
121.0,0.0,23.79,7.34,0.0,0.0
131.0,0.0,23.9,8.02,0.0,0.0
141.0,0.0,23.88,8.62,0.0,0.0
151.0,0.0,23.79,9.33,0.0,0.0
161.0,0.0,23.62,9.9,0.0,0.0
171.0,0.0,23.49,10.65,0.75,0.19
181.0,5.0,25.34,11.3,4.46,1.5
191.0,4.74,26.32,11.95,9.68,2.62
201.0,67.5,37.59,12.49,13.71,3.38
211.0,94.28,37.13,13.11,19.48,4.69
221.0,122.72,37.0,13.73,19.21,7.31
231.0,136.96,35.79,14.4,20.25,13.12
241.0,138.75,34.87,15.02,21.73,19.31
251.0,154.8,33.99,15.62,26.55,24.0
261.0,211.15,39.37,16.14,30.64,22.88
271.0,260.0,39.59,16.66,34.17,23.81
281.0,295.72,39.53,17.41,36.94,25.88
291.0,332.07,38.97,18.15,39.35,28.69
301.0,351.0,38.98,18.71,42.55,31.88
311.0,360.0,38.27,19.38,43.47,37.88
321.0,396.56,39.0,19.85,45.51,39.38
331.0,450.0,40.54,20.51,47.55,34.5
341.0,497.65,40.09,21.07,46.57,35.44
351.0,542.57,39.19,21.63,45.75,37.69
361.0,585.0,38.98,22.18,48.79,39.94
371.0,622.7,38.46,22.77,49.78,44.44
381.0,648.95,38.06,23.36,50.98,46.5
391.0,694.62,36.27,23.9,50.01,48.19
401.0,749.25,36.1,24.35,49.38,49.88
411.0,777.07,35.57,24.96,48.34,51.56
421.0,803.57,34.92,25.52,48.6,53.06
431.0,828.84,33.82,26.13,49.86,57.56
441.0,852.96,33.16,26.79,50.16,62.06
451.0,916.0,33.65,27.13,51.87,60.0
461.0,968.48,33.59,27.67,50.99,64.69
471.0,997.66,32.78,28.18,50.41,68.62
481.0,1027.5,32.18,28.79,50.94,71.44
491.0,1054.29,31.62,29.3,53.13,77.44
501.0,1081.8,31.18,29.96,56.19,82.31
511.0,1134.71,30.71,30.37,57.71,82.5
521.0,1220.19,31.74,30.57,58.03,78.94
531.0,1280.38,31.55,31.03,55.85,81.0
541.0,1303.34,31.17,31.62,54.6,82.69
551.0,1335.27,30.81,32.1,55.89,87.0
561.0,1358.04,30.49,32.63,58.02,90.56
571.0,1378.42,29.91,33.07,59.7,93.75
581.0,1432.24,29.53,33.43,59.43,91.88
591.0,1488.82,30.0,33.69,59.08,93.38
601.0,1519.5,30.35,34.23,57.07,96.38
611.0,1549.18,29.85,34.51,57.53,99.0
621.0,1576.45,29.64,35.02,59.54,102.94
631.0,1600.0,28.71,35.48,62.05,107.44
641.0,1648.12,27.47,35.77,62.14,106.5
651.0,1687.85,27.13,36.15,60.39,109.5
661.0,1722.27,27.23,36.56,59.57,112.12
671.0,1747.61,27.2,36.95,59.43,115.5
681.0,1781.47,26.44,37.36,59.93,122.62
691.0,1809.13,26.21,37.81,62.15,124.31
701.0,1843.71,26.13,38.25,62.81,123.56
711.0,1898.87,26.68,38.54,63.45,118.69
721.0,1933.75,26.52,38.95,62.86,120.94
731.0,1960.27,26.45,39.26,61.18,123.94
741.0,1980.0,25.95,39.54,61.77,129.0
751.0,2010.0,25.94,39.92,63.79,134.25
761.0,2023.82,24.78,40.36,64.43,138.0
771.0,2058.31,24.42,40.67,63.84,138.19
781.0,2096.54,24.74,41.06,63.34,140.81
791.0,2112.15,24.44,41.37,62.22,144.19
801.0,2129.62,24.69,41.8,63.09,145.88
811.0,2140.0,24.47,42.36,64.33,148.12
821.0,2145.73,24.12,42.95,64.99,153.0
831.0,2189.28,23.85,43.08,65.43,148.88
841.0,2216.78,23.95,43.39,65.27,149.44
851.0,2236.24,24.35,43.86,64.47,149.81
861.0,2255.23,24.29,44.34,63.73,153.56
871.0,2271.72,23.83,44.8,64.16,157.5
881.0,2287.84,23.57,45.13,64.59,163.31
891.0,2312.69,23.06,45.42,64.7,163.5
901.0,2337.0,23.21,45.75,64.11,162.56
911.0,2369.67,23.36,46.01,63.18,166.5
921.0,2395.76,23.17,46.42,62.76,171.94
931.0,2411.61,22.46,46.73,64.12,174.56
941.0,2417.55,21.83,47.06,64.94,183.75
951.0,2422.42,21.48,47.5,66.67,185.06
961.0,2445.0,21.55,47.86,66.98,184.69
971.0,2469.9,21.37,48.11,66.64,188.44
981.0,2479.59,21.18,48.48,66.7,191.81
991.0,2487.27,21.61,49.02,67.9,195.38
1001.0,2498.4,21.93,49.45,68.98,190.69
1011.0,2501.29,22.25,49.89,69.89,191.25
1021.0,2530.59,21.72,50.07,69.26,191.06
1031.0,2559.32,21.48,50.43,68.52,195.19
1041.0,2578.85,20.97,50.66,67.96,199.31
1051.0,2587.72,21.11,50.97,67.94,200.44
1061.0,2598.11,21.31,51.33,68.31,203.25
1071.0,2607.48,21.11,51.89,68.77,204.75
1081.0,2628.33,20.34,52.21,68.42,202.69
1091.0,2657.07,20.2,52.46,66.92,207.38
1101.0,2665.63,19.94,52.97,65.67,212.06
1111.0,2672.43,19.97,53.43,65.67,213.38
1121.0,2679.91,19.84,53.86,66.63,210.56
1131.0,2696.02,20.02,54.25,67.05,216.38
1141.0,2711.06,19.67,54.56,67.86,215.25
1151.0,2737.57,19.27,54.67,66.74,219.56
1161.0,2756.63,19.25,55.0,66.39,221.81
1171.0,2769.23,18.76,55.42,65.48,225.56
1181.0,2773.99,18.64,55.85,66.28,232.5
1191.0,2777.9,18.46,56.14,67.5,235.69
1201.0,2779.5,17.4,56.58,68.52,238.88
1211.0,2790.0,17.44,57.01,68.3,240.94
1221.0,2795.9,17.62,57.53,67.29,245.44
1231.0,2800.24,18.16,57.96,67.22,248.25
1241.0,2803.79,17.89,58.42,68.19,251.44
