epoch,greenTime,reward
1.0,60.0,0.09
2.0,60.0,0.15
3.0,60.0,0.66
4.0,60.0,0.4
5.0,60.0,-1.5
6.0,60.0,-2.04
7.0,60.0,-2.81
8.0,60.0,-3.7
9.0,60.0,-4.11
10.0,60.0,-4.25
11.0,60.0,-4.72
12.0,60.0,-5.23
13.0,60.0,-5.24
14.0,60.0,-5.22
15.0,60.0,-5.3
16.0,60.0,-5.54
17.0,60.0,-5.45
18.0,60.0,-5.36
19.0,60.0,-5.49
20.0,60.0,-5.74
21.0,60.0,-5.49
22.0,60.0,-5.23
23.0,60.0,-5.19
24.0,60.0,-5.45
25.0,60.0,-5.47
26.0,60.0,-5.39
27.0,60.0,-5.48
28.0,60.0,-5.4
29.0,60.0,-5.51
30.0,60.0,-5.74
31.0,60.0,-5.81
32.0,60.0,-5.55
33.0,60.0,-5.66
34.0,60.0,-5.92
35.0,60.0,-5.73
36.0,60.0,-5.48
37.0,60.0,-5.51
38.0,60.0,-5.53
39.0,60.0,-5.81
40.0,60.0,-5.72
41.0,60.0,-5.78
42.0,60.0,-5.96
43.0,60.0,-5.95
44.0,60.0,-5.89
45.0,60.0,-5.8
46.0,60.0,-5.81
47.0,60.0,-5.83
48.0,60.0,-5.92
49.0,60.0,-5.85
50.0,60.0,-5.87
51.0,60.0,-5.88
52.0,60.0,-5.79
53.0,60.0,-5.69
54.0,60.0,-5.96
55.0,60.0,-5.74
56.0,60.0,-5.82
57.0,60.0,-5.75
58.0,60.0,-5.35
59.0,60.0,-5.7
60.0,60.0,-5.99
61.0,60.0,-5.8
62.0,60.0,-5.78
63.0,60.0,-5.79
64.0,60.0,-5.78
65.0,60.0,-5.86
66.0,60.0,-5.86
67.0,60.0,-6.05
68.0,60.0,-5.97
69.0,60.0,-6.04
70.0,60.0,-6.12
71.0,60.0,-6.02
72.0,60.0,-6.11
73.0,60.0,-6.04
74.0,60.0,-6.01
75.0,60.0,-6.01
76.0,60.0,-6.16
77.0,60.0,-6.12
78.0,60.0,-6.09
79.0,60.0,-5.97
80.0,60.0,-6.04
81.0,60.0,-5.88
82.0,60.0,-5.69
83.0,60.0,-5.69
84.0,60.0,-5.91
85.0,60.0,-6.14
86.0,60.0,-5.97
87.0,60.0,-6.01
88.0,60.0,-6.16
89.0,60.0,-6.02
90.0,60.0,-5.78
91.0,60.0,-5.98
92.0,60.0,-5.83
93.0,60.0,-5.67
94.0,60.0,-5.71
95.0,60.0,-5.82
96.0,60.0,-5.94
97.0,60.0,-6.13
98.0,60.0,-5.98
99.0,60.0,-5.98
100.0,60.0,-6.15
101.0,60.0,-6.07
102.0,60.0,-5.77
103.0,60.0,-5.93
104.0,60.0,-6.0
105.0,60.0,-5.99
106.0,60.0,-5.88
107.0,60.0,-5.93
108.0,60.0,-6.09
109.0,60.0,-6.05
110.0,60.0,-6.02
111.0,60.0,-6.09
112.0,60.0,-5.85
113.0,60.0,-5.96
114.0,60.0,-6.01
115.0,60.0,-6.04
116.0,60.0,-6.09
117.0,60.0,-5.96
118.0,60.0,-5.94
119.0,60.0,-6.07
120.0,60.0,-6.2
121.0,60.0,-5.99
122.0,60.0,-5.83
123.0,60.0,-6.1
124.0,60.0,-6.15
125.0,60.0,-5.98
126.0,60.0,-5.94
127.0,60.0,-6.02
128.0,60.0,-5.93
129.0,60.0,-5.94
130.0,60.0,-5.9
131.0,60.0,-5.94
132.0,60.0,-5.78
133.0,60.0,-5.92
134.0,60.0,-5.88
135.0,60.0,-5.87
136.0,60.0,-5.96
137.0,60.0,-5.95
138.0,60.0,-6.0
139.0,60.0,-6.08
140.0,60.0,-6.12
141.0,60.0,-6.11
142.0,60.0,-5.93
143.0,60.0,-5.78
144.0,60.0,-5.73
145.0,60.0,-5.9
146.0,60.0,-5.94
147.0,60.0,-5.83
148.0,60.0,-6.04
149.0,60.0,-5.83
150.0,60.0,-5.78
151.0,60.0,-5.9
152.0,60.0,-5.92
153.0,60.0,-5.95
154.0,60.0,-5.98
155.0,60.0,-5.78
156.0,60.0,-5.69
157.0,60.0,-5.67
158.0,60.0,-5.77
159.0,60.0,-6.11
160.0,60.0,-5.94
161.0,60.0,-5.52
162.0,60.0,-5.67
163.0,60.0,-5.75
164.0,60.0,-5.94
165.0,60.0,-5.78
166.0,60.0,-5.79
167.0,60.0,-5.86
168.0,60.0,-5.61
169.0,60.0,-5.68
170.0,60.0,-5.83
171,60.0,-5.95
