time,avgFlowRate,avgSpeed,avgDensity,avgWaiting,avgQLength
11.0,0.0,9.05,0.1,0.0,0.0
21.0,0.0,23.75,0.42,0.0,0.0
31.0,0.0,24.01,0.76,0.0,0.0
41.0,0.0,23.74,1.09,0.0,0.0
51.0,0.0,24.24,1.46,0.0,0.0
61.0,0.0,24.09,1.77,0.0,0.0
71.0,0.0,24.09,2.03,0.0,0.0
81.0,0.0,24.32,2.37,0.0,0.0
91.0,0.0,24.24,2.71,0.0,0.0
101.0,0.0,24.2,3.07,0.0,0.0
111.0,0.0,24.27,3.41,0.0,0.0
121.0,0.0,24.34,3.72,0.0,0.0
131.0,0.0,24.13,4.01,0.0,0.0
141.0,0.0,24.31,4.38,0.0,0.0
151.0,0.0,24.25,4.66,0.0,0.0
161.0,0.0,24.3,4.97,0.0,0.0
171.0,0.0,24.28,5.37,0.0,0.0
181.0,10.0,27.38,5.57,1.0,0.19
191.0,14.21,29.76,5.97,5.72,1.69
201.0,36.0,38.83,6.27,11.69,2.06
211.0,47.14,38.69,6.61,16.84,3.0
221.0,53.18,37.74,6.89,18.95,4.69
231.0,66.52,38.93,7.2,22.67,6.19
241.0,93.75,38.72,7.46,27.92,7.5
251.0,100.8,38.08,7.79,32.53,9.0
261.0,155.77,43.13,7.97,26.81,9.75
271.0,186.67,44.16,8.29,32.24,10.69
281.0,196.07,43.57,8.63,35.17,12.75
291.0,198.62,42.91,8.88,38.48,14.81
301.0,207.0,42.29,9.2,41.53,17.06
311.0,217.74,42.08,9.48,47.11,17.81
321.0,247.5,41.47,9.63,46.96,17.62
331.0,280.91,40.93,9.96,51.05,15.0
341.0,309.7,41.69,10.31,49.48,15.56
351.0,344.57,40.42,10.62,48.66,16.88
361.0,370.0,40.55,10.79,55.27,18.56
371.0,379.46,40.53,11.19,56.88,19.69
381.0,397.89,39.72,11.45,54.0,21.75
391.0,454.62,40.01,11.62,52.51,17.25
401.0,486.0,40.51,11.92,48.86,15.94
411.0,504.88,40.16,12.27,44.94,16.12
421.0,525.0,39.06,12.47,44.73,18.94
431.0,540.0,38.16,12.82,46.3,22.5
441.0,544.09,37.55,13.13,47.92,24.56
451.0,626.0,37.81,13.17,45.95,20.62
461.0,659.35,38.16,13.37,44.17,19.69
471.0,697.02,38.47,13.62,42.34,21.0
481.0,718.12,38.16,13.95,42.45,21.75
491.0,738.37,38.11,14.12,46.11,24.38
501.0,750.6,37.48,14.43,50.18,26.62
511.0,794.12,37.27,14.53,50.13,24.0
521.0,842.88,37.04,14.78,46.73,22.88
531.0,866.04,37.23,15.03,42.27,25.31
541.0,883.34,36.66,15.18,41.87,26.62
551.0,893.45,35.47,15.48,45.72,30.75
561.0,895.18,34.55,15.86,48.13,34.5
571.0,909.47,33.48,15.96,48.6,35.25
581.0,985.34,33.59,16.13,47.83,31.31
591.0,1028.14,33.74,16.33,45.75,29.25
601.0,1071.0,34.02,16.48,44.38,30.19
