epoch,greenTime,reward
1.0,60.0,0.04
2.0,60.0,0.05
3.0,60.0,0.32
4.0,60.0,1.71
5.0,60.0,-0.13
6.0,60.0,-0.54
7.0,60.0,-1.19
8.0,60.0,-1.77
9.0,60.0,-2.39
10.0,60.0,-2.96
11.0,60.0,-3.33
12.0,60.0,-3.47
13.0,60.0,-3.72
14.0,60.0,-3.95
15.0,60.0,-3.92
16.0,60.0,-3.77
17.0,60.0,-4.15
18.0,60.0,-4.25
19.0,60.0,-4.21
20.0,60.0,-4.61
21.0,60.0,-4.46
22.0,60.0,-4.55
23.0,60.0,-4.52
24.0,60.0,-4.66
25.0,60.0,-4.58
26.0,60.0,-4.47
27.0,60.0,-4.52
28.0,60.0,-4.46
29.0,60.0,-4.44
30.0,60.0,-4.43
31.0,60.0,-4.9
32.0,60.0,-5.26
33.0,60.0,-5.16
34.0,60.0,-5.03
35.0,60.0,-4.78
36.0,60.0,-4.53
37.0,60.0,-4.59
38.0,60.0,-4.66
39.0,60.0,-4.91
40.0,60.0,-4.92
41.0,60.0,-4.81
42.0,60.0,-4.92
43.0,60.0,-5.13
44.0,60.0,-4.96
45.0,60.0,-4.89
46.0,60.0,-4.93
47.0,60.0,-5.04
48.0,60.0,-4.77
49.0,60.0,-4.82
50.0,60.0,-4.8
51.0,60.0,-4.87
52.0,60.0,-4.79
53.0,60.0,-4.61
54.0,60.0,-4.73
55.0,60.0,-4.71
56.0,60.0,-5.11
57.0,60.0,-5.3
58.0,60.0,-5.17
59.0,60.0,-5.27
60.0,60.0,-5.04
61.0,60.0,-4.46
62.0,60.0,-4.78
63.0,60.0,-4.84
64.0,60.0,-5.18
65.0,60.0,-5.08
66.0,60.0,-4.91
67.0,60.0,-4.85
68.0,60.0,-4.95
69.0,60.0,-4.84
70.0,60.0,-5.33
71.0,60.0,-4.99
72.0,60.0,-4.98
73.0,60.0,-5.15
74.0,60.0,-5.18
75.0,60.0,-5.19
76.0,60.0,-5.14
77.0,60.0,-5.2
78.0,60.0,-4.98
79.0,60.0,-4.78
80.0,60.0,-4.91
81.0,60.0,-5.09
82.0,60.0,-4.95
83.0,60.0,-4.87
84.0,60.0,-4.9
85.0,60.0,-4.73
86.0,60.0,-4.71
87.0,60.0,-4.45
88.0,60.0,-4.74
89.0,60.0,-4.89
90.0,60.0,-5.14
91.0,60.0,-5.11
92.0,60.0,-5.28
93.0,60.0,-5.03
94.0,60.0,-4.77
95.0,60.0,-4.8
96.0,60.0,-4.96
97.0,60.0,-5.25
98.0,60.0,-5.13
99.0,60.0,-4.94
100.0,60.0,-5.16
101.0,60.0,-4.96
102.0,60.0,-5.09
103.0,60.0,-4.91
104.0,60.0,-4.96
105.0,60.0,-4.74
106.0,60.0,-4.6
107.0,60.0,-5.01
108.0,60.0,-4.82
109.0,60.0,-4.98
110.0,60.0,-5.31
111.0,60.0,-5.25
112.0,60.0,-5.17
113.0,60.0,-5.13
114.0,60.0,-5.02
115.0,60.0,-4.89
116.0,60.0,-5.06
117.0,60.0,-4.9
118.0,60.0,-4.78
119.0,60.0,-5.1
120.0,60.0,-5.07
121.0,60.0,-4.99
122.0,60.0,-4.99
123.0,60.0,-5.02
124.0,60.0,-5.19
125.0,60.0,-5.08
126.0,60.0,-5.15
127.0,60.0,-5.11
128.0,60.0,-4.8
129.0,60.0,-4.85
130.0,60.0,-5.15
131.0,60.0,-4.99
132.0,60.0,-4.98
133.0,60.0,-5.06
134.0,60.0,-5.04
135.0,60.0,-4.97
136.0,60.0,-4.93
137.0,60.0,-4.7
138.0,60.0,-4.84
139.0,60.0,-4.95
140.0,60.0,-4.85
141.0,60.0,-4.58
142.0,60.0,-4.6
143.0,60.0,-4.83
144.0,60.0,-5.1
145.0,60.0,-4.83
146.0,60.0,-4.77
147.0,60.0,-4.96
148.0,60.0,-5.22
149.0,60.0,-5.33
150.0,60.0,-5.23
151.0,60.0,-5.24
152.0,60.0,-5.13
153.0,60.0,-5.26
154.0,60.0,-5.05
155.0,60.0,-4.87
156.0,60.0,-5.28
157.0,60.0,-5.26
158.0,60.0,-4.84
159.0,60.0,-4.69
160.0,60.0,-4.81
161.0,60.0,-4.74
162.0,60.0,-4.63
163.0,60.0,-4.96
164.0,60.0,-5.16
165.0,60.0,-5.17
166.0,60.0,-4.95
167.0,60.0,-4.85
168.0,60.0,-4.48
169.0,60.0,-4.92
170.0,60.0,-4.81
171,60.0,-4.62
